"FEN,Evaluation"
"7R/8/4kn1P/8/5b2/1K6/2B5/8 b - -,278"
"8/3B4/8/1N6/7k/p5p1/P5K1/2b5 b - -,332"
"5k2/8/8/4RP2/p7/Pb6/1P3KBr/8 b - -,230"
"7R/8/5n1P/3k4/5b2/1K6/2B5/8 w - -,279"
"4R3/8/8/8/6n1/p1p4k/Pb6/3B1K2 b - -,161"
"8/1B6/5b1k/2R5/3n4/8/P4K1p/8 b - -,312"
"4n3/4k3/1R6/8/8/p2K4/Pb4B1/8 b - -,153"
"8/3B4/8/1N6/7k/p5p1/Pb4K1/8 w - -,334"
"5k2/8/8/4RP1r/p7/Pb6/1P3KB1/8 w - -,253"
"7R/8/5n1P/3k4/5b2/2K5/2B5/8 b - -,279"
"7R/8/5n1P/3k2b1/8/2K5/2B5/8 w - -,279"
"4R3/8/8/8/6n1/p1p5/Pb5k/3B1K2 w - -,163"
"8/5B1R/3kb3/6b1/8/6K1/P7/8 b - -,248"
"7R/8/5n1P/3k2b1/8/3K4/2B5/8 b - -,279"
"2B5/8/8/1N6/7k/p5p1/Pb4K1/8 b - -,334"
"8/1B6/5b1k/2R5/3n4/8/P5Kp/8 b - -,388"
"8/3b1B1R/3k4/6b1/8/6K1/P7/8 w - -,258"
"7R/8/5n1P/3k4/5b2/3K4/2B5/8 w - -,279"
"2B5/8/8/1N6/7k/p5p1/P5K1/2b5 w - -,334"
"8/3b1B2/3k4/6bR/8/6K1/P7/8 b - -,260"
"7R/8/5n1P/3k4/5b2/1B1K4/8/8 b - -,284"
"8/4k3/8/1B3p2/p4P1p/P3K3/1P4b1/8 b - -,259"
"7R/8/5n1P/2k5/5b2/1B1K4/8/8 w - -,297"
"6R1/8/8/8/6n1/p1p3k1/Pb6/3B1K2 b - -,166"
"8/3bbB2/3k4/7R/8/6K1/P7/8 w - -,262"
"8/1B4k1/5b2/2R5/3n4/8/P5Kp/8 w - -,389"
"8/1p6/4N2k/p3Pp2/P6K/8/6b1/8 b - -,-359"
"8/3bbB2/3k4/7R/8/5K2/P7/8 b - -,258"
"6R1/8/8/8/6n1/p5k1/PbB5/5K2 b - -,174"
"8/1B4k1/5b2/2R5/3n4/8/P6K/8 b - -,393"
"8/2kbbB2/8/7R/8/5K2/P7/8 w - -,262"
"8/1B3k2/5b2/2R5/3n4/8/P6K/8 w - -,399"
"8/8/1P4k1/3bp1p1/8/1N5P/p4KP1/8 w - -,-334"
"8/2kbbB2/8/7R/4K3/8/P7/8 b - -,267"
"8/1B3k2/5b2/2R5/P2n4/8/7K/8 b - -,384"
"8/1B2bk2/8/2R5/P2n4/8/7K/8 w - -,395"
"8/2kb1B2/3b4/7R/4K3/8/P7/8 w - -,265"
"5k2/8/6Rr/4K3/p3BP2/Pb6/1P6/8 b - -,391"
"8/1B2bk2/8/3R4/P2n4/8/7K/8 b - -,394"
"8/5pp1/6k1/4R1P1/8/p1p5/P1b1K3/8 w - -,237"
"8/8/1P4k1/3bp1p1/8/7P/p4KP1/N7 b - -,-372"
"8/1P4r1/2K5/8/4k3/8/8/6R1 b - -,254"
"6R1/8/8/8/5kn1/p7/PbB1K3/8 b - -,162"
"8/5pp1/6k1/R5P1/8/p1p5/P1b1K3/8 b - -,273"
"6R1/8/5n2/8/5k2/p7/PbB1K3/8 w - -,170"
"8/2kb1B2/3b4/7R/3K4/8/P7/8 b - -,264"
"8/1B2bk2/8/3R4/P7/1n6/7K/8 w - -,399"
"8/8/8/pp5k/5P1p/Pr6/1P5R/5K2 b - -,-301"
"8/2k2B2/3b4/7R/b2K4/8/P7/8 w - -,260"
"8/8/8/pp5k/5P1p/P4r2/1P5R/5K2 w - -,-317"
"2B5/4bk2/8/3R4/P7/1n6/7K/8 b - -,399"
"5R2/8/5n2/4k3/8/p7/PbB1K3/8 w - -,168"
"8/6p1/6k1/R4pP1/8/p1p5/P1b1K3/8 w - f6,343"
"2B5/5k2/8/3R4/Pb6/1n6/7K/8 w - -,396"
"3R4/8/5n2/4k3/8/p7/PbB1K3/8 b - -,157"
"8/8/8/pp5k/5P1p/P4r2/1P5R/6K1 b - -,-338"
"2B5/5k2/8/1R6/Pb6/1n6/7K/8 b - -,396"
"5nk1/5p2/6p1/R4b2/5N2/1B6/5K2/8 w - -,343"
"8/8/8/pp5k/5r1p/P7/1P5R/6K1 w - -,-252"
"8/2k2B1R/3b4/8/b2K4/8/P7/8 b - -,263"
"3R4/8/5n2/8/5k2/p7/PbB1K3/8 w - -,157"
"6k1/R2n1p2/6p1/5b2/5N2/1B6/5K2/8 w - -,351"
"8/8/4k3/1P2p1p1/4b3/pN2K1PP/8/8 b - -,-352"
"8/5B1R/1k1b4/8/b2K4/8/P7/8 w - -,261"
"4r3/4P2R/5k2/5r2/1p6/5R1P/6P1/6K1 w - -,341"
"8/8/4k3/1P2p1p1/8/pN2K1PP/2b5/8 w - -,-352"
"8/5B2/1k1b3R/8/b2K4/8/P7/8 b - -,257"
"8/2k2B2/3b3R/8/b2K4/8/P7/8 w - -,259"
"8/2k2B2/3b3R/8/b1K5/8/P7/8 b - -,263"
"8/8/8/5Rp1/3k1n2/pB3K1P/Pb6/8 b - -,161"
"8/8/8/5Rp1/3k4/pB3K1n/Pb6/8 w - -,152"
"8/8/8/pR6/5k2/P7/1P1r1K2/8 w - -,326"
"8/8/8/3R2p1/3k4/pB3K1n/Pb6/8 b - -,162"
"8/6k1/3r4/R7/5P2/P2B3p/1P3Kb1/8 b - -,-361"
"8/8/8/3R2p1/8/pBk2K1n/Pb6/8 w - -,162"
"8/2kb1B2/3b3R/8/2K5/8/P7/8 w - -,263"
"8/8/8/3R2p1/4K3/pBk4n/Pb6/8 b - -,164"
"8/8/1p4p1/4knP1/P3p3/8/4K3/2R5 b - -,277"
"8/8/8/3R2p1/1k2K3/pB5n/Pb6/8 w - -,163"
"8/8/8/6p1/1k2K3/pB5n/Pb1R4/8 b - -,157"
"8/8/R4n2/6k1/4B1p1/p7/Pb1K2P1/8 w - -,303"
"8/4n3/1p4p1/4k1P1/P3p3/8/4K3/2R5 w - -,312"
"8/2kb4/3b3R/3B4/2K5/8/P7/8 b - -,263"
"8/8/8/6p1/1k2Kn2/pB6/Pb1R4/8 w - -,156"
"8/4n3/1p4p1/4k1P1/P3p3/8/5K2/2R5 b - -,339"
"8/8/8/6p1/1k2Kn2/pB6/PbR5/8 b - -,163"
"8/8/1p4p1/3nk1P1/P3p3/8/5K2/2R5 w - -,350"
"8/8/8/6pn/1k2K3/pB6/PbR5/8 w - -,159"
"8/2kb4/7R/3B4/2K2b2/8/P7/8 w - -,264"
"8/8/1pR3p1/3nk1P1/P3p3/8/5K2/8 b - -,378"
"8/8/8/5Kpn/1k6/pB6/PbR5/8 b - -,159"
"5k2/8/1r6/3R1P2/p3B3/P3K2b/1P6/8 w - -,378"
"8/8/5n2/5Kp1/1k6/pB6/PbR5/8 w - -,159"
"8/8/5n2/6K1/1k6/pB6/PbR5/8 b - -,165"
"5k2/8/1r6/5P2/p3B3/P3K2b/1P1R4/8 b - -,380"
"8/2kb4/R7/3B4/2K2b2/8/P7/8 b - -,268"
"8/8/8/6K1/1k2n3/pB6/PbR5/8 w - -,159"
"8/2kb4/R7/3B4/2K5/6b1/P7/8 w - -,268"
"8/8/8/8/1k2nK2/pB6/PbR5/8 b - -,156"
"5k2/8/1r6/5P2/p3BKb1/P7/1P1R4/8 b - -,398"
"8/8/8/2n5/1k3K2/pB6/PbR5/8 w - -,164"
"8/5B2/8/2n5/1k3K2/p7/PbR5/8 b - -,160"
"8/2kb4/R7/3B4/P1K5/6b1/8/8 b - -,274"
"8/5B2/8/1kn5/5K2/p7/PbR5/8 w - -,154"
"8/8/5k2/R4p2/5P1p/P7/1P4P1/3r2K1 w - -,397"
"4B3/8/8/1kn5/5K2/p7/PbR5/8 b - -,152"
"4B3/8/8/2n5/1k3K2/p7/PbR5/8 w - -,155"
"8/8/n7/7B/1k6/p3K3/PbR5/8 b - -,152"
"8/2kb4/R7/3B4/P1K5/8/8/4b3 w - -,277"
"8/8/8/2n4B/1k6/p3K3/PbR5/8 w - -,159"
"8/5B2/8/2n5/1k6/p3K3/PbR5/8 b - -,161"
"8/5B2/8/1kn5/8/p3K3/PbR5/8 w - -,162"
"8/R1kb4/8/3B4/P1K5/8/8/4b3 b - -,278"
"4B3/8/8/1kn5/8/p3K3/PbR5/8 b - -,153"
"8/8/4Rk2/p4p2/2B2P1p/P3K3/6r1/8 b - -,343"
"4B3/8/8/2n5/1k6/p3K3/PbR5/8 w - -,168"
"8/6k1/4R3/p4p2/2B2P1p/P3K3/6r1/8 w - -,371"
"4B3/8/8/2n5/1k6/p3K3/Pb5R/8 b - -,162"
"8/8/2B5/k4K2/1b6/7R/P1n5/8 w - -,313"
"4B3/8/8/2n5/2k5/p3K3/Pb5R/8 w - -,165"
"8/6k1/4R3/p4p2/2BK1P1p/P7/6r1/8 b - -,375"
"8/5B2/8/2n5/2k5/p3K3/Pb5R/8 b - -,164"
"8/4k3/1P6/5p2/R2K1P2/5r1P/8/8 b - -,282"
"2k5/R5p1/2N3p1/6b1/2b5/7P/P4K2/8 w - -,311"
"8/5B2/8/2n5/1k6/p3K3/Pb5R/8 w - -,156"
"8/5B2/8/2n5/1k5R/p3K3/Pb6/8 b - -,153"
"8/8/2B5/k7/1b2K3/7R/P1n5/8 b - -,305"
"2k5/6R1/2N3p1/6b1/2b5/7P/P4K2/8 b - -,309"
"4B3/8/8/k1n5/7R/p3K3/Pb6/8 b - -,160"
"2k5/6R1/2N3p1/6b1/8/7P/b4K2/8 w - -,312"
"4B3/8/1k6/2n5/7R/p3K3/Pb6/8 w - -,162"
"8/6k1/1r6/5P2/p3BK2/P6b/1P1R4/8 b - -,393"
"2k5/8/2N3R1/6b1/8/7P/b4K2/8 b - -,315"
"8/8/2B5/k7/4K3/7R/P1n5/4b3 w - -,336"
"4B3/8/1k6/2n5/2R5/p3K3/Pb6/8 b - -,150"
"4B3/8/nk6/8/2R5/p3K3/Pb6/8 w - -,152"
"8/R2b4/3k4/3B4/P1K5/8/8/4b3 w - -,258"
"4B3/8/nk6/8/2R5/p2K4/Pb6/8 b - -,152"
"4B3/2n5/1k6/8/2R5/p2K4/Pb6/8 w - -,152"
"8/8/2B5/k7/4K3/P6R/2n5/4b3 b - -,315"
"8/5B2/nk6/8/2R5/p2K4/Pb6/8 w - -,150"
"8/3b4/R2k4/3B4/P1K5/8/8/4b3 b - -,259"
"8/5B2/nk6/8/2R5/p7/PbK5/8 b - -,159"
"8/5B2/n7/1k6/2R5/p7/PbK5/8 w - -,179"
"8/2kb4/R7/P2B4/2K5/8/8/4b3 b - -,262"
"2R5/5B2/n7/1k6/8/p7/PbK5/8 b - -,179"
"2R5/5B2/8/1kn5/8/p7/PbK5/8 w - -,174"
"8/2k5/R7/P2B4/2K5/7b/8/4b3 w - -,260"
"2R5/8/8/1knB4/8/p7/PbK5/8 b - -,185"
"8/3B4/5k2/p4p2/5P2/Pb3Kp1/1P6/8 b - -,294"
"2R5/8/1k6/2nB4/8/p7/PbK5/8 w - -,162"
"8/8/3kb3/1B3p2/5P1R/P1K5/1P4r1/8 b - -,356"
"8/3B4/5k2/p4p2/5P2/P4Kp1/1Pb5/8 w - -,340"
"8/3B4/5k2/p4p2/5P2/P5K1/1Pb5/8 b - -,392"
"2B5/8/8/6k1/P7/5Kp1/2N2b2/8 b - -,285"
"2R5/8/1k6/2n5/8/p7/PbK3B1/8 b - -,175"
"2B5/8/5k2/8/P7/5Kp1/2N2b2/8 w - -,313"
"8/2k5/R7/P2B4/8/1K5b/8/4b3 b - -,270"
"8/3Bk3/8/p4p2/5P2/P5K1/1Pb5/8 w - -,400"
"2R5/8/8/1kn5/8/p7/PbK3B1/8 w - -,169"
"2B5/8/5k2/P7/8/5Kp1/2N2b2/8 b - -,368"
"1R6/8/8/1kn5/8/p7/PbK3B1/8 b - -,175"
"2B5/4k3/8/P7/8/5Kp1/2N2b2/8 w - -,395"
"1R6/8/8/2n5/2k5/p7/PbK3B1/8 w - -,169"
"8/2k5/R7/P2B4/6b1/1K6/8/4b3 w - -,277"
"3R4/8/8/2n5/2k5/p7/PbK3B1/8 b - -,164"
"6k1/8/4n1R1/8/8/p1p5/PbB3P1/5K2 b - -,338"
"8/R1k5/8/P2B4/6b1/1K6/8/4b3 b - -,273"
"8/R7/3k4/P2B4/6b1/1K6/8/4b3 w - -,275"
"8/R7/3k4/P7/4B1b1/1K6/8/4b3 b - -,275"
"8/R7/3k4/P7/4B3/1K6/4b3/4b3 w - -,280"
"5k2/8/8/6R1/p2KBP2/Pb6/1P5r/8 w - -,355"
"5k2/8/8/8/p2KBP2/Pb6/1P4Rr/8 b - -,371"
"5k2/8/8/7r/p2KBP2/Pb6/1P4R1/8 w - -,391"
"5k2/8/8/7r/p2K1P2/Pb6/1PB3R1/8 b - -,396"
"8/R7/P2k4/8/4B3/1K6/4b3/4b3 b - -,324"
"8/8/8/8/8/1BN1k3/2K5/8 b - -,241"
"8/6pk/6p1/R4bb1/8/pBK5/P7/8 w - -,310"
"5n2/4k1p1/8/8/7R/p7/PbB3P1/5K2 b - -,328"
"8/6pk/6p1/5bb1/8/RBK5/P7/8 b - -,309"
"8/8/3k4/1R3p2/1P3r1p/P6K/6P1/8 w - -,382"
"8/5k2/8/4KB2/p4P1p/P7/1P4b1/8 w - -,-173"
"8/6p1/6pk/5bb1/8/RBK5/P7/8 w - -,319"
"8/3B1k2/8/4K3/p4P1p/P7/1P4b1/8 b - -,-223"
"8/6p1/6pk/5bb1/8/R1K5/P1B5/8 b - -,310"
"8/2k5/1R6/5p2/1P3r1p/P6K/6P1/8 w - -,388"
"8/8/5k2/pp6/4RP1p/P3K3/1P4r1/8 w - -,-214"
"8/R7/5b2/6k1/7p/p5pB/n2K2P1/8 w - -,163"
"8/8/5b2/6k1/7p/R5pB/n2K2P1/8 b - -,164"
"8/8/5b2/6k1/1n5p/R5pB/3K2P1/8 w - -,166"
"8/8/5b2/R5k1/1n5p/6pB/3K2P1/8 b - -,169"
"8/8/5bk1/R7/1n5p/6pB/3K2P1/8 w - -,169"
"8/8/5bk1/R4B2/1n5p/6p1/3K2P1/8 b - -,166"
"8/8/5b2/R4Bk1/1n5p/6p1/3K2P1/8 w - -,189"
"2B5/8/5b2/R5k1/1n5p/6p1/3K2P1/8 b - -,209"
"2B5/8/5bk1/R7/1n5p/6p1/3K2P1/8 w - -,219"
"8/1B6/5bk1/R7/1n5p/6p1/3K2P1/8 b - -,215"
"3b4/1B6/6k1/R7/1n5p/6p1/3K2P1/8 w - -,229"
"3b4/8/6k1/R7/1n2B2p/6p1/3K2P1/8 b - -,230"
"3b4/5k2/8/R7/1n2B2p/6p1/3K2P1/8 w - -,235"
"8/8/1R4p1/6kp/4K3/p2p4/Pb4P1/8 w - -,186"
"8/8/1R4p1/6kp/8/p2K4/Pb4P1/8 b - -,216"
"8/4k3/8/5R2/p4P2/PbKB4/1P4r1/8 w - -,247"
"R2b4/5k2/8/8/1n2B2p/6p1/3K2P1/8 b - -,231"
"8/8/3k4/4R3/p4P2/PbKB4/1P4r1/8 w - -,274"
"8/PB6/1bNk4/8/8/5K2/8/8 b - -,327"
"8/8/3k4/8/p4P2/PbKB2r1/1P2R3/8 w - -,308"
"R7/5k2/8/6b1/1n2B2p/6p1/3K2P1/8 w - -,242"
"8/bB6/2Nk4/8/8/5K2/8/8 w - -,333"
"R7/5k2/8/6b1/1n2B2p/6p1/4K1P1/8 b - -,238"
"8/NB6/3k4/8/8/5K2/8/8 b - -,320"
"2b5/6k1/8/5p2/P1B2P1R/r1K5/6P1/8 w - -,378"
"2b5/6k1/8/5p2/PKB2P1R/r7/6P1/8 b - -,373"
"R7/8/4k3/6b1/1n2B2p/6p1/4K1P1/8 w - -,247"
"8/5b2/8/2k5/p4P2/P2B2r1/1P1K1R2/8 w - -,299"
"2b5/6k1/8/5p2/PKB2P1R/4r3/6P1/8 w - -,383"
"8/NBk5/8/8/8/5K2/8/8 w - -,365"
"2b5/6k1/8/3B1p2/PK3P1R/4r3/6P1/8 b - -,383"
"8/5b2/8/1k6/p4P2/P5r1/1PBK1R2/8 w - -,305"
"2b5/6k1/8/3B1p2/PK3P1R/3r4/6P1/8 w - -,383"
"R7/8/4k3/6b1/1n2B2p/5Kp1/6P1/8 b - -,248"
"8/5b2/8/1k3P2/p5r1/P7/1PBK1R2/8 w - -,303"
"8/5b2/8/2k2P2/p5r1/P3K3/1PB2R2/8 w - -,308"
"R7/4b3/4k3/8/1n2B2p/5Kp1/6P1/8 w - -,252"
"8/8/1R4p1/5k1p/8/p2K4/Pb4P1/8 w - -,230"
"8/4b3/4k3/R7/1n2B2p/5Kp1/6P1/8 b - -,242"
"8/5b2/8/2k2P2/p6r/P3K3/1P3R2/3B4 w - -,307"
"8/3kb3/8/R7/1n2B2p/5Kp1/6P1/8 w - -,252"
"8/5b2/8/2k2P2/p4R2/P3K2r/1P6/3B4 w - -,304"
"8/3kb3/8/R7/1n2B1Kp/6p1/6P1/8 b - -,265"
"8/5b2/8/2k2P2/p4R2/P3KB2/1P5r/8 w - -,350"
"8/2k1b3/8/R7/1n2B1Kp/6p1/6P1/8 w - -,259"
"8/5b2/8/2k2P2/R7/P3KB2/1P5r/8 b - -,307"
"8/R1k1b3/8/8/1n2B1Kp/6p1/6P1/8 b - -,259"
"8/R3b3/3k4/8/1n2B1Kp/6p1/6P1/8 w - -,239"
"8/R3b3/3k4/5K2/1n2B2p/6p1/6P1/8 b - -,239"
"8/5bpk/6n1/6Rp/8/8/2B3P1/5K2 w - -,277"
"3b4/R7/3k4/5K2/1n2B2p/6p1/6P1/8 w - -,254"
"R2b4/8/3k4/5K2/1n2B2p/6p1/6P1/8 b - -,257"
"R7/2b5/3k4/5K2/1n2B2p/6p1/6P1/8 w - -,264"
"8/8/1R4p1/5k1p/8/p7/Pb2K1P1/8 b - -,215"
"6k1/5bp1/6n1/7R/8/8/2B3P1/5K2 w - -,287"
"7R/2b5/3k4/5K2/1n2B2p/6p1/6P1/8 b - -,267"
"7R/8/1b1k4/5K2/1n2B2p/6p1/6P1/8 w - -,271"
"1R6/8/1b1k4/5K2/1n2B2p/6p1/6P1/8 b - -,269"
"1R6/8/3k4/2b2K2/1n2B2p/6p1/6P1/8 w - -,285"
"2R5/8/3k4/2b2K2/1n2B2p/6p1/6P1/8 b - -,283"
"6k1/6p1/6b1/7R/8/8/6P1/5K2 w - -,214"
"2R5/8/3k4/5K2/1n2B2p/4b1p1/6P1/8 w - -,312"
"6k1/6p1/6b1/3R4/8/8/6P1/5K2 b - -,204"
"8/8/3k4/2b5/1nR1B1Kp/6p1/6P1/8 b - -,317"
"8/8/n2k4/2b5/2R1B2K/6p1/6P1/8 b - -,318"
"8/8/n7/2b1k3/2R1B3/6K1/6P1/8 b - -,315"
"8/8/n2b4/4k3/2R1B3/6K1/6P1/8 w - -,318"
"8/8/n2b4/4k3/2R1B1K1/8/6P1/8 b - -,328"
"8/8/8/5k2/7R/P7/r5P1/6K1 w - -,330"
"8/2n5/3b4/4k3/2R1B1K1/8/6P1/8 w - -,323"
"8/8/8/5k2/P6R/8/6PK/r7 b - -,365"
"8/2n5/2Bb4/4k3/2R3K1/8/6P1/8 b - -,330"
"8/2n5/2Bb1k2/8/2R3K1/8/6P1/8 w - -,320"
"8/8/8/4k3/P6R/8/6PK/r7 w - -,369"
"8/8/8/4k3/PR6/r7/6PK/8 w - -,398"
"1R6/1R3r2/5k2/2P2p2/5r2/2K5/PP6/8 b - -,398"
"5k2/3b2p1/8/7B/4R3/p5P1/P7/2b2K2 b - -,193"
"5k2/6p1/8/1b5B/4R3/p5P1/P7/2b2K2 w - -,221"
"8/2n5/2B2k2/8/6K1/3R4/6P1/2b5 w - -,342"
"8/8/8/p1r5/4kPpR/PK6/1P6/8 w - -,384"
"5k2/6p1/8/1b5B/4R3/p5P1/P7/2b1K3 b - -,200"
"8/2n5/5k2/3B4/6K1/3R4/1b4P1/8 w - -,350"
"5k2/6p1/8/1b5B/4R3/p5P1/Pb6/4K3 w - -,205"
"8/8/2R3pk/7p/8/p7/PbK3P1/8 w - -,161"
"8/8/1R4pk/7p/8/p7/PbK3P1/8 b - -,254"
"5k2/6p1/8/1b5B/4R3/p5P1/Pb1K4/8 b - -,207"
"8/2n5/5k2/8/6K1/3R4/Bb4P1/8 b - -,349"
"5k2/3b2p1/8/7B/4R3/p5P1/Pb1K4/8 w - -,216"
"5k2/3b2p1/6B1/8/4R3/p5P1/Pb1K4/8 b - -,220"
"8/8/2r2k2/5p2/R4P1p/P7/1P3KP1/8 w - -,317"
"5k2/6p1/2b3B1/8/4R3/p5P1/Pb1K4/8 w - -,222"
"5k2/6p1/2b1R1B1/8/8/p5P1/Pb1K4/8 b - -,222"
"8/8/5k2/8/R3pP1p/P1K5/1P4P1/6r1 w - -,298"
"8/8/5k2/8/4RP1p/P1K5/1P4P1/6r1 b - -,291"
"5k2/3b2p1/4R1B1/8/8/p5P1/Pb1K4/8 w - -,223"
"8/8/5k2/8/4RP1p/P1K5/1P4r1/8 w - -,316"
"8/2n1k3/8/8/6K1/8/B2R2P1/b7 b - -,344"
"8/5b2/5k2/R4p2/5r1p/P6K/6P1/3B4 b - -,-394"
"5k2/3b2p1/6B1/8/8/p3R1P1/Pb1K4/8 b - -,221"
"5k2/6p1/6B1/1b6/8/p3R1P1/Pb1K4/8 w - -,239"
"8/3k4/8/1n5K/8/8/B3R1P1/b7 b - -,342"
"8/8/5k2/8/5P1p/P1K5/1P4r1/4R3 b - -,307"
"8/3k4/8/7K/3n4/8/B3R1P1/b7 w - -,325"
"8/8/5k2/8/5P2/P1K4p/1P4r1/4R3 w - -,299"
"8/3k4/8/7K/3n4/8/B5P1/b3R3 b - -,342"
"8/8/5k2/8/5P2/P1K4p/1P4r1/7R b - -,304"
"8/3k4/8/7K/3n4/8/Bb4P1/4R3 w - -,342"
"8/8/8/5p2/1P2bP1p/4k2K/4B1P1/8 w - -,180"
"8/8/5k2/8/5P2/P1K5/1P4rp/7R w - -,394"
"5k2/6p1/6B1/1b6/8/p3R1P1/PbK5/8 b - -,239"
"8/8/8/5p2/1P2bP1p/4kB1K/6P1/8 b - -,179"
"5k2/6p1/6B1/8/b7/p3R1P1/PbK5/8 w - -,248"
"8/3k4/8/7K/3n4/2b5/B5P1/1R6 w - -,338"
"5k2/6p1/6B1/8/b7/p3R1P1/Pb6/1K6 b - -,242"
"8/3k4/8/7K/3n2P1/2b5/B7/1R6 b - -,336"
"5k2/6p1/2b3B1/8/8/p3R1P1/Pb6/1K6 w - -,238"
"8/3k4/8/7K/6P1/2b5/B3n3/1R6 w - -,335"
"8/8/1P6/8/5k2/P1K5/6rp/7R b - -,333"
"5k2/6p1/2b3B1/8/8/pR4P1/Pb6/1K6 b - -,155"
"8/6k1/6p1/7p/1R3K2/p2p4/Pb4P1/8 w - -,185"
"8/3k4/6K1/8/6P1/2b5/B3n3/1R6 b - -,341"
"8/3k4/6K1/8/3n2P1/2b5/B7/1R6 w - -,332"
"8/3k4/6K1/8/3n2P1/2b5/B7/2R5 b - -,339"
"8/6k1/6p1/7p/1R6/p2pK3/Pb4P1/8 b - -,184"
"8/3k4/6K1/8/3n2P1/8/Bb6/2R5 w - -,338"
"8/5k2/6p1/7p/1R6/p2pK3/Pb4P1/8 w - -,194"
"8/6p1/2b5/6k1/8/3B2P1/PK6/8 w - -,366"
"8/6p1/2b2k2/8/8/3B2P1/PK6/8 b - -,366"
"8/5k2/6p1/1R5p/8/p2pK3/Pb4P1/8 b - -,192"
"8/3k4/2n3K1/6P1/8/8/Bb6/5R2 b - -,341"
"8/5k2/6p1/1R5p/8/p3K3/Pb1p2P1/8 w - -,185"
"8/5k2/6p1/1R5p/8/p7/Pb1K2P1/8 b - -,166"
"8/3k4/2n3K1/6P1/8/2b5/B7/5R2 w - -,340"
"1N6/2K5/B7/8/8/8/8/k7 w - -,204"
"8/5k2/6p1/1R5p/3b4/p7/P2K2P1/8 w - -,195"
"8/3k4/2n3K1/6P1/8/2b5/B7/2R5 b - -,342"
"8/5k2/6p1/7p/3b4/pR6/P2K2P1/8 b - -,190"
"8/5k2/6p1/7p/8/pR6/Pb1K2P1/8 w - -,203"
"8/2K5/B1N5/8/8/8/8/1k6 w - -,212"
"8/5k2/6p1/7p/8/pR2K3/Pb4P1/8 b - -,212"
"8/5k2/6p1/7p/8/pR2K3/P5P1/2b5 w - -,232"
"8/5k2/6p1/7p/3K4/pR6/P5P1/2b5 b - -,225"
"8/R7/5k2/8/1Pb2PB1/6K1/pr4P1/8 w - -,-258"
"8/4k3/2n3K1/3B2P1/8/8/1b6/3R4 b - -,357"
"5k2/8/6R1/4KP2/p3B3/Pb6/1P5r/8 w - -,374"
"8/5k2/6p1/7p/3K4/pR6/Pb4P1/8 w - -,226"
"5k2/8/8/4KP2/p3B3/Pb5r/1P4R1/8 w - -,381"
"4k3/8/3r4/7R/P1B2P2/4K2p/1P4b1/8 b - -,290"
"2B5/R7/5k2/8/1Pb2P2/6K1/p5P1/1r6 w - -,-299"
"8/4k3/6K1/3Bn1P1/8/8/1b6/3R4 w - -,347"
"8/5k2/6p1/7p/2K5/pR6/Pb4P1/8 b - -,232"
"5k2/7r/8/5PK1/p3B3/Pb6/1P4R1/8 w - -,390"
"8/5k2/3r4/4R3/2B2P1p/P3K3/1P4b1/8 b - -,318"
"8/5k2/6p1/7p/2K5/pR6/P5P1/2b5 w - -,232"
"8/4k3/8/4nKP1/8/2b5/B7/3R4 b - -,361"
"8/8/2N5/1B1K4/8/4k3/8/8 b - -,198"
"5R2/8/4k3/5p2/P4P1p/2K5/1P4r1/8 b - -,330"
"8/5k2/6p1/7p/1K6/pR6/P5P1/2b5 b - -,196"
"5R2/8/4k3/5p2/P4P1p/2K5/1P3r2/8 w - -,367"
"8/3bk3/1K6/8/1p3P1R/3B4/1P4P1/4r3 b - -,318"
"8/5k2/6p1/7p/1K6/pR6/Pb4P1/8 w - -,245"
"8/4k3/8/5KP1/8/2b2n2/B7/3R4 w - -,377"
"8/8/2N5/1B6/3K4/8/3k4/8 b - -,193"
"8/4k3/8/5KP1/8/2bR1n2/B7/8 b - -,375"
"8/5k2/6p1/2K4p/8/pR6/Pb4P1/8 b - -,231"
"8/4k3/8/5KP1/3n4/2bR4/B7/8 w - -,400"
"8/8/4k1p1/2K4p/8/pR6/Pb4P1/8 w - -,259"
"8/8/4k1p1/2K4p/8/p5R1/Pb4P1/8 b - -,259"
"8/4k3/8/6P1/3n2K1/3R4/B7/b7 w - -,399"
"8/8/6p1/2K2k1p/8/p5R1/Pb4P1/8 w - -,259"
"8/8/6p1/3K1k1p/8/p5R1/Pb4P1/8 b - -,259"
"8/5pp1/8/4n1kp/1R6/p7/PN2K3/8 b - -,325"
"8/8/8/3K1kpp/8/p5R1/Pb4P1/8 w - -,259"
"8/5pp1/8/4n1kp/1R6/8/Pp2K3/8 w - -,330"
"8/8/3k4/6P1/3n2K1/4R3/B7/b7 w - -,399"
"8/8/8/3K1kpp/8/p4R2/Pb4P1/8 b - -,265"
"8/5pp1/8/4n1kp/8/8/PR2K3/8 b - -,369"
"8/8/8/3K2pp/6k1/p4R2/Pb4P1/8 w - -,360"
"8/8/8/6pp/4K1k1/p4R2/Pb4P1/8 b - -,360"
"8/8/5k2/5p2/1P3PPp/8/5K2/1b1B4 b - g3,210"
"4k3/8/3P4/4pp2/NK5P/8/2b5/8 b - -,-343"
"4k3/8/2NP1pb1/1p2p3/4P2P/K7/8/8 b - -,-289"
"4k3/8/2NP1p2/1p2p3/4b2P/K7/8/8 w - -,-300"
"8/8/8/1B1k1p2/1P3P1p/8/6PK/1b6 b - -,233"
